"PaymentID";"CustomerId";"ProductId";"TransactionDate";"CreditCard";"CreditCardNumber"
"3424224";"578";"10226";"2013-01-06T10:28:43";"mastercard";"5349 0247 2747 0956"
"3424225";"244";"10244";"2013-01-09T08:30:24";"visa";"4234 7007 7886 6231"
"3424226";"319";"10064";"2013-01-20T04:05:10";"mastercard";"5103 1974 7121 6647"
"3424227";"558";"10172";"2013-01-23T02:47:41";"visa";"4463 5163 7296 2180"
"3424228";"558";"10310";"2013-01-16T08:01:55";"maestro";"5018 7639 2846 3415"
"3424229";"386";"10258";"2013-01-15T06:01:14";"visa";"4588 3261 9173 2800"
"3424230";"99";"10081";"2013-01-18T07:56:20";"amex";"3761 6444 7395 450"
"3424231";"887";"10062";"2013-01-06T07:54:55";"visaelectron";"4913 1661 5794 9774"
"3424232";"483";"10076";"2013-01-08T01:35:10";"visaelectron";"4913 8601 8662 5344"
"3424233";"156";"10005";"2013-01-18T12:35:02";"visaelectron";"4913 6071 1335 4435"
"3424234";"210";"10033";"2013-01-21T01:59:11";"visa";"4326 2863 3829 1929"
"3424235";"243";"10351";"2013-01-15T03:10:34";"visaelectron";"4917 8451 7066 1732"
"3424236";"351";"10010";"2013-01-16T05:04:55";"visaelectron";"4026 7805 5762 2783"
"3424237";"11";"10198";"2013-01-13T02:39:58";"amex";"3429 6181 1439 207"
"3424238";"883";"10293";"2013-01-14T01:41:16";"amex";"3460 5233 9086 435"
"3424239";"669";"10123";"2013-01-07T10:02:16";"amex";"3798 2462 1512 496"
"3424240";"175";"10134";"2013-01-09T08:04:55";"mastercard";"5539 7108 9117 8405"
"3424241";"680";"10223";"2013-01-29T09:00:48";"visa";"4159 2150 0133 4015"
"3424242";"846";"10138";"2013-01-05T07:00:38";"amex";"3476 3229 6367 222"
"3424243";"695";"10232";"2013-01-08T05:13:57";"visa";"4438 3579 6244 6884"
"3424244";"657";"10209";"2013-01-05T12:39:01";"visa";"4338 7957 8635 9281"
"3424245";"331";"10307";"2013-01-22T01:58:07";"amex";"3753 8201 7987 156"
"3424246";"163";"10044";"2013-01-25T04:43:31";"visaelectron";"4175 0042 4187 2392"
"3424247";"882";"10163";"2013-01-13T06:59:08";"visa";"4446 0899 2191 5325"
"3424248";"628";"10029";"2013-01-30T09:35:03";"visaelectron";"4026 4589 5348 3619"
"3424249";"515";"10094";"2013-01-21T01:05:12";"visa";"4818 4728 4439 0737"
"3424250";"102";"10331";"2013-01-28T06:51:06";"visaelectron";"4175 0055 3754 7408"
"3424251";"94";"10143";"2013-01-22T02:23:34";"mastercard";"5323 7772 1003 4874"
"3424252";"584";"10129";"2013-01-12T12:28:02";"visaelectron";"4508 6616 8422 9402"
"3424253";"565";"10184";"2013-01-18T12:05:49";"mastercard";"5386 1153 9957 3574"
"3424254";"986";"10170";"2013-01-18T11:10:03";"amex";"3767 9849 0317 950"
"3424255";"730";"10172";"2013-01-29T12:31:58";"amex";"3401 6268 8716 759"
"3424256";"895";"10139";"2013-01-20T03:47:34";"visaelectron";"4175 0096 7449 1909"
"3424257";"313";"10302";"2013-01-08T06:18:07";"instapayment";"6393 7193 4459 6884"
"3424258";"232";"10040";"2013-01-13T09:20:06";"maestro";"5018 0063 7172 6072"
"3424259";"473";"10058";"2013-01-13T05:40:48";"visaelectron";"4508 9663 4226 2913"
"3424260";"539";"10157";"2013-01-25T09:13:16";"visaelectron";"4917 1551 5901 2190"
"3424261";"291";"10110";"2013-01-01T02:29:51";"mastercard";"5411 2696 3692 9286"
"3424262";"25";"10249";"2013-01-11T04:47:41";"instapayment";"6370 8546 1348 7569"
"3424263";"292";"10350";"2013-01-25T01:09:34";"amex";"3442 8339 2341 241"
"3424264";"410";"10118";"2013-01-16T09:05:57";"maestro";"6759 1971 6504 9770"
"3424265";"801";"10013";"2013-01-24T06:47:43";"instapayment";"6385 3901 3170 1929"
"3424266";"364";"10162";"2013-01-27T05:50:14";"visa";"4021 6922 9045 4983"
"3424267";"736";"10351";"2013-01-14T12:21:10";"visaelectron";"4844 0235 9946 3266"
"3424268";"563";"10250";"2013-01-07T08:18:29";"mastercard";"5407 0819 4929 4647"
"3424269";"501";"10090";"2013-01-15T09:50:05";"maestro";"6763 2232 5291 1492"
"3424270";"397";"10069";"2013-01-07T09:59:54";"maestro";"5018 8626 0323 4099"
"3424271";"786";"10330";"2013-01-18T08:54:54";"instapayment";"6390 2596 2779 6136"
"3424272";"964";"10210";"2013-01-19T03:57:28";"visaelectron";"4917 8410 7395 1379"
"3424273";"401";"10280";"2013-01-01T09:15:36";"instapayment";"6388 5389 7478 5295"
"3424274";"287";"10343";"2013-01-27T08:39:16";"maestro";"6761 3152 9374 3496"
"3424275";"781";"10049";"2013-01-28T04:10:36";"mastercard";"5416 9366 5417 7080"
"3424276";"579";"10177";"2013-01-10T08:56:42";"amex";"3475 8275 4968 880"
"3424277";"407";"10128";"2013-01-26T04:54:17";"maestro";"5018 0871 3469 6752"
"3424278";"45";"10317";"2013-01-06T07:56:54";"visaelectron";"4175 0068 1829 8216"
"3424279";"190";"10206";"2013-01-13T11:59:47";"amex";"3492 2205 9957 811"
"3424280";"872";"10273";"2013-01-30T04:52:46";"instapayment";"6385 1326 3122 5714"
"3424281";"828";"10000";"2013-01-18T08:30:06";"visa";"4913 4297 3939 7718"
"3424282";"41";"10153";"2013-01-10T07:27:36";"visaelectron";"4508 1595 1945 5854"
"3424283";"247";"10148";"2013-01-01T08:45:21";"visaelectron";"4026 9842 6168 9639"
"3424284";"78";"10346";"2013-01-30T07:44:18";"visaelectron";"4508 6750 4879 1899"
"3424285";"466";"10148";"2013-01-02T04:36:50";"mastercard";"5229 4585 5613 0791"
"3424286";"162";"10236";"2013-01-14T10:01:14";"visa";"4233 0576 6246 6490"
"3424287";"724";"10026";"2013-01-16T08:45:21";"instapayment";"6372 6746 8006 8409"
"3424288";"789";"10184";"2013-01-30T02:19:47";"amex";"3724 4543 2942 537"
"3424289";"190";"10035";"2013-01-01T10:18:07";"visaelectron";"4026 7658 6603 9167"
"3424290";"804";"10112";"2013-01-13T05:32:44";"amex";"3440 3510 7033 962"
"3424291";"361";"10216";"2013-01-02T03:25:12";"maestro";"6761 4983 9051 6690"
"3424292";"724";"10257";"2013-01-11T10:48:17";"instapayment";"6390 2684 4054 1561"
"3424293";"159";"10115";"2013-01-28T07:13:07";"instapayment";"6398 7445 2963 4974"
"3424294";"175";"10138";"2013-01-26T03:22:18";"mastercard";"5400 7881 3969 3217"
"3424295";"706";"10046";"2013-01-25T06:01:38";"visaelectron";"4913 5616 4465 9681"
"3424296";"731";"10066";"2013-01-12T05:16:44";"mastercard";"5204 9149 1672 8723"
"3424297";"55";"10232";"2013-01-21T05:57:30";"visaelectron";"4175 0030 7942 8400"
"3424298";"594";"10286";"2013-01-15T10:56:10";"instapayment";"6377 2170 6073 2361"
"3424299";"414";"10051";"2013-01-24T11:12:27";"visaelectron";"4913 9870 0005 6933"
"3424300";"386";"10008";"2013-01-06T09:36:02";"visa";"4992 0729 5161 6110"
"3424301";"999";"10144";"2013-01-06T02:56:43";"mastercard";"5252 7106 6440 8596"
"3424302";"770";"10165";"2013-01-12T04:57:12";"visaelectron";"4508 8674 8872 8214"
"3424303";"252";"10150";"2013-01-25T11:23:49";"maestro";"5038 7930 1766 0403"
"3424304";"746";"10132";"2013-01-12T05:54:42";"maestro";"6761 3515 3552 3172"
"3424305";"30";"10050";"2013-01-04T06:01:36";"visa";"4143 9935 7818 3333"
"3424306";"247";"10140";"2013-01-03T07:14:40";"visa";"4903 7532 5084 4424"
"3424307";"334";"10246";"2013-01-15T08:44:36";"amex";"3458 3053 3943 175"
"3424308";"97";"10117";"2013-01-22T10:36:41";"visa";"4314 5948 2998 6442"
"3424309";"287";"10105";"2013-01-09T03:16:58";"maestro";"5893 7102 4617 4802"
"3424310";"474";"10053";"2013-01-16T06:40:54";"visaelectron";"4026 9313 5055 2277"
"3424311";"361";"10027";"2013-01-10T01:18:54";"visaelectron";"4175 0077 1847 7819"
"3424312";"782";"10002";"2013-01-09T10:39:00";"amex";"3705 9583 5200 016"
"3424313";"312";"10159";"2013-01-19T05:32:26";"instapayment";"6379 2060 7710 9513"
"3424314";"222";"10183";"2013-01-21T05:55:50";"mastercard";"5504 4626 2788 2402"
"3424315";"882";"10089";"2013-01-02T11:39:34";"visaelectron";"4026 7126 2169 7004"
"3424316";"436";"10193";"2013-01-25T01:48:53";"maestro";"6761 4678 9201 8372"
"3424317";"90";"10275";"2013-01-12T08:46:09";"visaelectron";"4508 8627 3464 5155"
"3424318";"285";"10059";"2013-01-27T04:06:49";"visa";"4071 5011 4792 9775"
"3424319";"848";"10275";"2013-01-23T09:45:16";"amex";"3441 8728 7459 937"
"3424320";"215";"10107";"2013-01-01T12:16:22";"visa";"4293 3703 4124 2696"
"3424321";"736";"10270";"2013-01-18T11:45:15";"maestro";"6762 2605 8226 4706"
"3424322";"689";"10294";"2013-01-03T10:51:32";"instapayment";"6398 6129 9946 3655"
"3424323";"965";"10337";"2013-01-23T01:29:16";"visaelectron";"4508 4003 9868 8474"
"3424324";"841";"10129";"2013-01-09T10:18:23";"mastercard";"5198 7456 6095 2111"
"3424325";"975";"10079";"2013-01-08T12:34:01";"visaelectron";"4508 2642 4840 2795"
"3424326";"855";"10072";"2013-01-19T05:59:07";"amex";"3420 6713 0510 726"
"3424327";"647";"10045";"2013-01-09T01:37:46";"visaelectron";"4508 5939 0664 5562"
"3424328";"563";"10086";"2013-01-29T05:16:14";"visa";"4785 7283 3694 8723"
"3424329";"804";"10047";"2013-01-21T12:49:59";"maestro";"6759 6641 3685 2921"
"3424330";"426";"10192";"2013-01-13T05:12:42";"visa";"4756 2245 9071 2182"
"3424331";"548";"10161";"2013-01-05T01:48:27";"visaelectron";"4844 9141 3134 3778"
"3424332";"343";"10147";"2013-01-09T12:53:53";"maestro";"5018 7304 6729 7413"
"3424333";"973";"10334";"2013-01-08T12:23:30";"instapayment";"6381 3961 6908 5139"
"3424334";"721";"10257";"2013-01-13T07:21:47";"maestro";"5038 0321 1282 5607"
"3424335";"976";"10178";"2013-01-27T12:26:41";"visa";"4530 9449 6565 9717"
"3424336";"869";"10341";"2013-01-28T01:08:43";"instapayment";"6386 7691 4890 9345"
"3424337";"208";"10106";"2013-01-21T09:11:54";"maestro";"6762 6601 5124 5152"
"3424338";"14";"10110";"2013-01-28T06:06:54";"amex";"3407 5040 5616 094"
"3424339";"692";"10026";"2013-01-16T06:52:03";"visa";"4065 6092 9409 7243"
"3424340";"223";"10210";"2013-01-15T07:53:35";"amex";"3761 6231 4694 849"
"3424341";"277";"10075";"2013-01-28T05:28:19";"visa";"4321 2130 0328 0362"
"3424342";"93";"10222";"2013-01-28T01:26:55";"visaelectron";"4844 2439 6289 4984"
"3424343";"863";"10075";"2013-01-21T09:30:09";"amex";"3727 4184 2681 800"
"3424344";"267";"10231";"2013-01-29T07:33:17";"maestro";"5020 5680 3277 4060"
"3424345";"339";"10137";"2013-01-11T08:14:40";"maestro";"6763 4067 3705 1766"
"3424346";"828";"10090";"2013-01-07T04:18:01";"visa";"4299 5728 9855 8648"
"3424347";"203";"10138";"2013-01-16T12:30:29";"instapayment";"6383 9056 5153 5381"
"3424348";"108";"10031";"2013-01-30T03:11:06";"mastercard";"5107 0135 3890 0386"
"3424349";"185";"10040";"2013-01-20T04:11:11";"amex";"3410 2894 8246 128"
"3424350";"678";"10061";"2013-01-01T10:00:14";"visaelectron";"4508 2179 6057 9141"
"3424351";"541";"10052";"2013-01-14T02:23:54";"amex";"3411 4728 3975 040"
"3424352";"210";"10117";"2013-01-26T07:19:18";"maestro";"6763 6129 0714 7561"
"3424353";"287";"10269";"2013-01-21T10:51:24";"instapayment";"6392 2084 1996 5860"
"3424354";"348";"10185";"2013-01-20T12:48:05";"maestro";"6763 4709 5597 8787"
"3424355";"387";"10264";"2013-01-24T09:00:15";"visa";"4785 5331 5945 2930"
"3424356";"975";"10213";"2013-01-20T12:00:51";"maestro";"6761 6704 8371 4669"
"3424357";"784";"10035";"2013-01-05T07:29:22";"amex";"3725 4184 3300 263"
"3424358";"78";"10292";"2013-01-04T02:33:07";"instapayment";"6387 3502 2547 8295"
"3424359";"198";"10248";"2013-01-12T03:51:23";"visaelectron";"4844 9555 7531 6036"
"3424360";"896";"10057";"2013-01-22T04:11:10";"instapayment";"6384 7233 6278 1114"
"3424361";"822";"10253";"2013-01-26T02:42:58";"amex";"3492 5237 9133 199"
"3424362";"239";"10343";"2013-01-08T01:48:37";"visa";"4802 6440 2932 1095"
"3424363";"430";"10043";"2013-01-08T09:20:04";"visa";"4267 6380 0752 0387"
"3424364";"597";"10123";"2013-01-06T10:15:27";"visaelectron";"4175 0002 0257 0926"
"3424365";"861";"10154";"2013-01-29T03:00:21";"instapayment";"6378 0246 4766 9606"
"3424366";"215";"10147";"2013-01-08T08:40:48";"mastercard";"5236 5307 1519 5781"
"3424367";"596";"10095";"2013-01-01T12:32:18";"amex";"3414 7436 3905 063"
"3424368";"350";"10240";"2013-01-25T03:59:51";"instapayment";"6398 0925 0966 1991"
"3424369";"875";"10143";"2013-01-07T02:31:34";"visaelectron";"4917 3176 6139 5519"
"3424370";"763";"10137";"2013-01-19T04:01:04";"maestro";"6761 2181 8720 6051"
"3424371";"880";"10306";"2013-01-12T06:56:54";"amex";"3777 8028 8371 331"
"3424372";"901";"10052";"2013-01-05T10:19:52";"mastercard";"5186 7602 4644 2200"
"3424373";"565";"10086";"2013-01-17T03:40:05";"amex";"3461 6659 7385 725"
"3424374";"324";"10017";"2013-01-19T12:08:55";"maestro";"6763 7454 4836 8591"
"3424375";"58";"10312";"2013-01-17T06:30:17";"maestro";"6763 7500 8854 5383"
"3424376";"685";"10177";"2013-01-30T05:39:24";"instapayment";"6375 6059 0263 6430"
"3424377";"995";"10193";"2013-01-10T05:48:30";"amex";"3466 3869 4194 820"
"3424378";"972";"10288";"2013-01-28T06:34:16";"maestro";"6761 4760 4737 4176"
"3424379";"752";"10330";"2013-01-24T10:23:47";"visaelectron";"4508 4259 0958 7121"
"3424380";"762";"10112";"2013-01-04T05:48:02";"visaelectron";"4844 4095 8116 7413"
"3424381";"294";"10175";"2013-01-29T07:46:13";"amex";"3482 4676 7239 858"
"3424382";"985";"10159";"2013-01-19T08:33:06";"visaelectron";"4508 1713 2288 7397"
"3424383";"302";"10195";"2013-01-14T01:15:24";"maestro";"5038 3501 3236 2835"
"3424384";"53";"10333";"2013-01-30T12:45:53";"mastercard";"5410 5439 5084 3617"
"3424385";"302";"10150";"2013-01-16T12:04:33";"visaelectron";"4026 2859 9405 0218"
"3424386";"212";"10169";"2013-01-11T12:41:47";"instapayment";"6371 7050 4457 8443"
"3424387";"735";"10313";"2013-01-17T10:19:15";"visaelectron";"4175 0057 3524 0467"
"3424388";"718";"10263";"2013-01-20T02:28:28";"instapayment";"6395 1762 2205 9758"
"3424389";"333";"10213";"2013-01-26T10:24:24";"visaelectron";"4913 9903 4862 3752"
"3424390";"719";"10039";"2013-01-02T02:53:53";"amex";"3735 9124 5144 321"
"3424391";"657";"10235";"2013-01-06T04:26:49";"mastercard";"5234 4140 6829 8751"
"3424392";"750";"10063";"2013-01-11T05:58:47";"instapayment";"6392 9196 7380 5259"
"3424393";"424";"10214";"2013-01-20T11:29:34";"maestro";"5893 7793 6280 4229"
"3424394";"418";"10265";"2013-01-16T12:20:36";"maestro";"5893 1287 0248 7768"
"3424395";"27";"10135";"2013-01-28T08:23:04";"maestro";"6762 5126 2593 8930"
"3424396";"114";"10230";"2013-01-12T11:08:59";"maestro";"6759 0021 5449 6489"
"3424397";"725";"10337";"2013-01-25T07:34:08";"visaelectron";"4913 0304 5890 1779"
"3424398";"616";"10251";"2013-01-24T02:16:21";"visa";"4420 1931 1649 6172"
"3424399";"132";"10044";"2013-01-29T10:49:37";"visaelectron";"4508 7334 7756 3022"
"3424400";"19";"10085";"2013-01-24T08:13:33";"mastercard";"5100 1443 4105 0239"
"3424401";"929";"10346";"2013-01-07T08:00:26";"mastercard";"5226 5201 0851 4195"
"3424402";"721";"10262";"2013-01-23T09:22:31";"amex";"3425 0457 8141 044"
"3424403";"263";"10178";"2013-01-14T07:16:37";"mastercard";"5578 6533 8412 3813"
"3424404";"162";"10201";"2013-01-08T04:53:10";"visa";"4389 4192 6164 1497"
"3424405";"877";"10014";"2013-01-03T04:23:05";"maestro";"6759 1863 5163 0048"
"3424406";"534";"10165";"2013-01-03T03:26:44";"amex";"3714 7075 8696 955"
"3424407";"848";"10191";"2013-01-19T05:57:48";"mastercard";"5486 5993 5777 8904"
"3424408";"7";"10212";"2013-01-06T05:46:20";"visa";"4889 7882 4150 8678"
"3424409";"738";"10192";"2013-01-30T04:29:05";"amex";"3729 8415 5286 227"
"3424410";"851";"10329";"2013-01-05T01:16:06";"amex";"3478 8940 5668 847"
"3424411";"86";"10185";"2013-01-30T12:43:13";"visaelectron";"4917 0912 4064 8447"
"3424412";"445";"10017";"2013-01-01T11:56:17";"instapayment";"6381 8981 7264 9314"
"3424413";"409";"10179";"2013-01-15T06:33:24";"visaelectron";"4026 6410 5925 4493"
"3424414";"334";"10255";"2013-01-23T07:57:48";"visaelectron";"4844 1720 9141 4226"
"3424415";"337";"10054";"2013-01-30T08:46:52";"maestro";"5893 1651 7750 5468"
"3424416";"418";"10223";"2013-01-22T08:35:45";"visaelectron";"4508 7182 1889 0222"
"3424417";"27";"10156";"2013-01-19T08:59:47";"visaelectron";"4844 1702 8009 0849"
"3424418";"837";"10153";"2013-01-30T09:20:22";"amex";"3440 6237 6283 482"
"3424419";"794";"10188";"2013-01-02T12:51:21";"maestro";"5893 7975 8692 0902"
"3424420";"329";"10185";"2013-01-28T10:41:05";"visa";"4041 8531 6890 0160"
"3424421";"738";"10303";"2013-01-03T02:40:00";"maestro";"5038 8186 4358 6647"
"3424422";"674";"10156";"2013-01-04T08:26:40";"mastercard";"5157 3174 1509 4109"
"3424423";"202";"10286";"2013-01-27T04:06:01";"visa";"4130 0115 3792 8907"
"3424424";"329";"10187";"2013-01-24T05:55:12";"visaelectron";"4026 9691 4858 5290"
"3424425";"122";"10285";"2013-01-26T08:24:25";"mastercard";"5315 2913 1987 1525"
"3424426";"511";"10097";"2013-01-18T05:59:54";"visa";"4085 3232 3754 7860"
"3424427";"638";"10170";"2013-01-29T05:03:01";"maestro";"6759 0837 1773 0739"
"3424428";"808";"10337";"2013-01-19T03:29:41";"amex";"3466 9566 1238 238"
"3424429";"905";"10018";"2013-01-08T01:00:50";"visaelectron";"4913 2394 4424 7839"
"3424430";"849";"10345";"2013-01-28T08:38:50";"visaelectron";"4844 6596 0963 5292"
"3424431";"644";"10243";"2013-01-07T03:53:00";"visa";"4648 8390 3130 0446"
"3424432";"681";"10080";"2013-01-30T09:15:18";"visaelectron";"4508 4598 1531 7968"
"3424433";"877";"10304";"2013-01-10T09:24:06";"maestro";"5018 8767 2206 5929"
"3424434";"314";"10114";"2013-01-03T06:41:01";"maestro";"6762 9930 6199 9281"
"3424435";"202";"10034";"2013-01-29T01:39:46";"amex";"3496 6619 0850 543"
"3424436";"280";"10215";"2013-01-12T12:04:01";"mastercard";"5392 7349 5097 0920"
"3424437";"134";"10233";"2013-01-01T02:29:11";"amex";"3751 8937 4528 105"
"3424438";"187";"10258";"2013-01-17T07:42:33";"visaelectron";"4508 1060 3192 1830"
"3424439";"346";"10020";"2013-01-09T05:06:40";"instapayment";"6382 0309 0133 4120"
"3424440";"960";"10255";"2013-01-09T12:54:58";"visa";"4768 4060 3206 3029"
"3424441";"50";"10270";"2013-01-17T11:09:04";"maestro";"6304 9244 8692 9392"
"3424442";"905";"10094";"2013-01-22T11:23:50";"visaelectron";"4917 4572 9888 3212"
"3424443";"414";"10075";"2013-01-07T12:29:19";"mastercard";"5565 4830 6793 7379"
"3424444";"736";"10206";"2013-01-01T11:34:14";"maestro";"6761 1680 2439 3788"
"3424445";"634";"10042";"2013-01-28T07:36:47";"maestro";"6762 7957 9793 8347"
"3424446";"485";"10030";"2013-01-11T10:12:55";"mastercard";"5291 7769 0870 1057"
"3424447";"223";"10268";"2013-01-17T03:43:59";"mastercard";"5184 1185 5673 2490"
"3424448";"533";"10148";"2013-01-26T04:45:24";"maestro";"6763 5369 2937 1505"
"3424449";"148";"10268";"2013-01-02T05:40:09";"maestro";"5893 9222 9551 7225"
"3424450";"61";"10055";"2013-01-08T12:49:53";"amex";"3751 1072 7532 461"
"3424451";"669";"10348";"2013-01-13T07:16:51";"amex";"3406 4149 2219 639"
"3424452";"887";"10187";"2013-01-14T01:42:00";"instapayment";"6389 5377 4927 9963"
"3424453";"139";"10126";"2013-01-25T07:32:45";"maestro";"6763 6851 6617 8055"
"3424454";"14";"10069";"2013-01-30T01:32:20";"mastercard";"5389 1772 4908 9711"
"3424455";"541";"10292";"2013-01-27T09:03:10";"amex";"3467 9399 1090 633"
"3424456";"177";"10303";"2013-01-30T08:34:46";"visa";"4495 0450 3771 0331"
"3424457";"282";"10027";"2013-01-30T03:00:32";"amex";"3727 5114 3464 012"
"3424458";"388";"10024";"2013-01-16T03:09:53";"visa";"4798 1820 6655 1205"
"3424459";"557";"10187";"2013-01-04T06:52:17";"instapayment";"6375 7601 1362 5951"
"3424460";"713";"10035";"2013-01-19T05:18:02";"visa";"4562 1784 8739 5150"
"3424461";"679";"10206";"2013-01-25T11:09:36";"mastercard";"5325 8566 9119 4437"
"3424462";"554";"10049";"2013-01-03T11:46:21";"amex";"3707 2222 4811 894"
"3424463";"889";"10249";"2013-01-22T06:43:02";"mastercard";"5350 9682 9537 3750"
"3424464";"277";"10166";"2013-01-18T03:28:53";"visaelectron";"4917 7951 7672 9761"
"3424465";"498";"10032";"2013-01-05T11:20:27";"instapayment";"6380 5688 5678 0617"
"3424466";"329";"10116";"2013-01-10T12:52:21";"mastercard";"5372 7755 1640 9824"
"3424467";"711";"10131";"2013-01-30T06:04:50";"visa";"4020 2642 0241 1740"
"3424468";"931";"10195";"2013-01-29T06:59:00";"visaelectron";"4026 3977 4342 9997"
"3424469";"106";"10178";"2013-01-10T10:34:38";"instapayment";"6388 1750 2793 3265"
"3424470";"998";"10297";"2013-01-21T02:48:05";"amex";"3702 5499 5656 233"
"3424471";"521";"10230";"2013-01-04T11:44:26";"mastercard";"5489 1582 9688 1134"
"3424472";"197";"10255";"2013-01-27T02:40:11";"maestro";"6762 6881 3588 9605"
"3424473";"97";"10105";"2013-01-21T08:17:34";"mastercard";"5310 3113 3650 9067"
"3424474";"970";"10288";"2013-01-11T01:00:13";"visa";"4117 6943 8646 7668"
"3424475";"270";"10140";"2013-01-05T12:33:09";"maestro";"6761 5911 0302 7771"
"3424476";"903";"10049";"2013-01-24T05:08:57";"maestro";"5020 6643 2221 0632"
"3424477";"836";"10207";"2013-01-10T05:26:35";"amex";"3461 7279 8655 866"
"3424478";"993";"10136";"2013-01-12T10:50:30";"visa";"4100 0401 9297 8770"
"3424479";"562";"10273";"2013-01-20T01:23:54";"visa";"4203 1048 0139 6745"
"3424480";"333";"10102";"2013-01-22T10:41:42";"visa";"4569 4670 3884 4540"
"3424481";"447";"10175";"2013-01-30T01:17:32";"mastercard";"5184 5406 7224 3427"
"3424482";"158";"10305";"2013-01-08T06:06:08";"mastercard";"5539 3982 1830 5107"
"3424483";"446";"10223";"2013-01-02T06:12:00";"visaelectron";"4844 4804 6536 1356"
"3424484";"453";"10214";"2013-01-05T12:31:43";"amex";"3481 2599 6944 290"
"3424485";"350";"10302";"2013-01-11T08:26:42";"amex";"3777 1329 2508 366"
"3424486";"140";"10041";"2013-01-02T06:58:43";"amex";"3458 2644 3414 489"
"3424487";"571";"10075";"2013-01-27T09:32:54";"maestro";"5020 8184 0048 5272"
"3424488";"340";"10214";"2013-01-10T06:18:44";"visa";"4928 7332 3138 8957"
"3424489";"783";"10277";"2013-01-11T08:03:50";"amex";"3416 1038 5023 654"
"3424490";"395";"10079";"2013-01-04T11:22:06";"mastercard";"5172 9885 7255 1650"
"3424491";"715";"10153";"2013-01-27T08:03:01";"instapayment";"6395 1434 2419 9485"
"3424492";"123";"10182";"2013-01-23T05:50:27";"visa";"4513 7944 9480 9924"
"3424493";"918";"10247";"2013-01-05T05:01:24";"visaelectron";"4913 5804 5970 7443"
"3424494";"241";"10033";"2013-01-05T12:42:24";"maestro";"6762 5934 5821 9192"
"3424495";"975";"10336";"2013-01-01T08:03:48";"visaelectron";"4175 0027 3192 3758"
"3424496";"27";"10165";"2013-01-11T05:06:18";"instapayment";"6384 6696 6872 3153"
"3424497";"490";"10287";"2013-01-15T06:47:34";"amex";"3496 3670 9723 648"
"3424498";"66";"10214";"2013-01-02T04:11:37";"instapayment";"6390 1655 8764 3327"
"3424499";"116";"10203";"2013-01-25T12:26:26";"visaelectron";"4175 0099 4492 6072"
"3424500";"348";"10229";"2013-01-12T12:51:35";"maestro";"5893 1939 1870 1188"
"3424501";"71";"10065";"2013-01-13T11:02:06";"mastercard";"5113 4699 1973 0366"
"3424502";"98";"10136";"2013-01-11T01:21:17";"visa";"4122 9129 2815 5051"
"3424503";"861";"10290";"2013-01-13T08:21:04";"instapayment";"6375 0588 9972 9406"
"3424504";"442";"10347";"2013-01-26T02:10:14";"mastercard";"5177 8770 7991 1878"
"3424505";"381";"10282";"2013-01-28T03:25:06";"amex";"3476 8884 3290 689"
"3424506";"442";"10127";"2013-01-22T12:01:26";"visa";"4302 0130 6119 3363"
"3424507";"157";"10254";"2013-01-01T03:37:25";"instapayment";"6370 4311 5770 7643"
"3424508";"61";"10080";"2013-01-12T09:58:01";"mastercard";"5171 7483 1222 0060"
"3424509";"303";"10139";"2013-01-07T08:07:53";"amex";"3434 2794 2943 342"
"3424510";"364";"10239";"2013-01-08T05:10:00";"mastercard";"5263 5616 4141 6120"
"3424511";"634";"10026";"2013-01-03T09:20:47";"amex";"3782 1052 0110 213"
"3424512";"620";"10208";"2013-01-07T08:45:16";"maestro";"5018 9952 4849 8180"
"3424513";"459";"10290";"2013-01-15T07:11:50";"amex";"3441 3529 5569 841"
"3424514";"994";"10229";"2013-01-10T03:56:40";"visaelectron";"4026 8983 0163 0835"
"3424515";"851";"10283";"2013-01-15T10:46:40";"mastercard";"5113 6088 3089 2728"
"3424516";"219";"10093";"2013-01-15T02:02:55";"visa";"4865 6179 5360 3740"
"3424517";"526";"10110";"2013-01-21T01:30:21";"amex";"3780 7145 2700 631"
"3424518";"944";"10256";"2013-01-15T05:01:17";"amex";"3782 5530 7276 687"
"3424519";"34";"10056";"2013-01-14T02:17:42";"instapayment";"6374 5468 9749 0402"
"3424520";"514";"10152";"2013-01-27T01:47:25";"maestro";"6759 8100 2596 9223"
"3424521";"669";"10310";"2013-01-13T03:41:41";"visaelectron";"4026 8981 8499 5115"
"3424522";"509";"10275";"2013-01-09T09:51:19";"instapayment";"6381 5597 2661 6189"
"3424523";"352";"10281";"2013-01-15T10:21:26";"instapayment";"6385 2257 9087 8420"
"3424524";"758";"10233";"2013-01-10T10:58:39";"visa";"4605 8518 5969 2847"
"3424525";"740";"10243";"2013-01-12T04:57:02";"instapayment";"6389 1270 2098 8308"
"3424526";"445";"10045";"2013-01-30T09:37:24";"instapayment";"6379 4473 7306 4370"
"3424527";"21";"10048";"2013-01-27T06:38:40";"visaelectron";"4913 4825 4224 2423"
"3424528";"600";"10270";"2013-01-25T04:15:14";"instapayment";"6390 3212 4913 1918"
"3424529";"138";"10079";"2013-01-20T10:48:11";"instapayment";"6377 0364 7618 8160"
"3424530";"499";"10025";"2013-01-04T09:28:32";"amex";"3426 1681 2293 371"
"3424531";"703";"10134";"2013-01-13T03:24:11";"instapayment";"6392 6466 0558 0318"
